740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
180	900
182	900
184	900
186	900
188	900
190	900
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
252	900
254	278
256	280
258	282
260	284
262	286
264	288
266	290
268	292
270	294
272	296
274	298
276	194
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
332	873
330	870
328	867
326	864
324	861
322	858
186	855
188	852
190	849
192	846
194	843
196	840
198	837
200	834
202	831
204	330
206	328
208	326
210	324
294	322
292	186
290	188
288	190
286	804
284	801
282	798
280	795
278	792
276	789
274	786
272	783
270	780
268	777
266	774
264	771
262	768
260	330
258	328
256	326
254	324
252	322
250	186
248	188
246	190
244	741
242	738
330	735
328	732
326	272
324	270
322	268
186	266
188	264
190	262
224	260
222	258
220	256
218	254
216	252
214	250
212	248
210	246
208	244
206	242
204	330
202	678
200	675
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
198	600
196	600
194	600
192	720
720	717
717	714
714	711
711	708
708	705
705	702
702	699
250	696
248	693
246	690
244	687
242	684
330	681
130	678
130	675
130	672
130	669
130	666
130	204
130	202
130	200
130	198
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
702	600
250	198
248	196
246	194
244	192
242	720
330	717
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
130	180
130	182
132	184
134	186
136	609
138	612
669	615
672	618
675	621
678	624
681	627
684	630
687	633
690	636
693	639
696	642
160	645
162	648
164	651
166	654
168	657
170	660
172	663
174	666
176	669
178	672
180	675
182	678
184	681
186	684
188	687
190	690
192	693
194	696
196	699
198	702
200	705
202	708
204	711
206	714
208	717
210	720
212	723
214	726
216	729
218	732
220	735
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
282	828
284	831
286	834
288	837
290	840
292	843
294	846
296	849
298	852
300	855
302	858
304	861
306	864
308	867
310	870
312	873
314	876
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
488	874
494	872
500	870
506	868
512	866
518	864
524	862
530	860
536	858
542	856
548	854
554	852
560	850
566	848
572	846
578	844
584	842
590	840
596	838
602	836
608	834
614	832
620	830
626	828
632	826
638	824
644	822
650	820
656	818
662	816
668	814
674	812
680	810
686	808
692	806
698	804
740	800
737	805
734	810
731	815
728	820
725	825
722	830
719	835
716	840
713	845
710	730
707	725
704	425
701	579
698	578
695	577
692	576
689	575
686	890
683	895
730	950
725	735
425	730
579	725
578	720
577	715
576	710
575	705
625	700
620	695
884	742
890	740
896	738
902	736
908	734
914	732
920	730
